,ACCIDENT_NO,VEHICLE_ID,VEHICLE_YEAR_MANUF,VEHICLE_DCA_CODE,INITIAL_DIRECTION,ROAD_SURFACE_TYPE,ROAD_SURFACE_TYPE_DESC,REG_STATE,VEHICLE_BODY_STYLE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_POWER,VEHICLE_TYPE,VEHICLE_TYPE_DESC,VEHICLE_WEIGHT,CONSTRUCTION_TYPE,FUEL_TYPE,NO_OF_WHEELS,NO_OF_CYLINDERS,SEATING_CAPACITY,TARE_WEIGHT,TOTAL_NO_OCCUPANTS,CARRY_CAPACITY,CUBIC_CAPACITY,FINAL_DIRECTION,DRIVER_INTENT,VEHICLE_MOVEMENT,TRAILER_TYPE,VEHICLE_COLOUR_1,VEHICLE_COLOUR_2,CAUGHT_FIRE,INITIAL_IMPACT,LAMPS,LEVEL_OF_DAMAGE,TOWED_AWAY_FLAG,TRAFFIC_CONTROL,TRAFFIC_CONTROL_DESC
21596,T20120026020,A,1996.0,1.0,SE,1.0,Paved,V,TRAY,TOYOTA,HILUX,,4,Utility,,R,M,4.0,4.0,3.0,1420.0,1.0,,,SE,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,2,9.0,99.0,Unknown
21723,T20120026171,A,2004.0,2.0,E,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1080.0,1.0,,,E,15.0,15.0,H,BLU,ZZ,2.0,R,9.0,1,2.0,5.0,Ped. crossing
21724,T20120026171,B,2011.0,1.0,E,1.0,Paved,V,DC UTE,MAZDA,BT50,,4,Utility,,R,D,4.0,4.0,5.0,1983.0,1.0,,,E,17.0,17.0,H,BLU,ZZ,2.0,F,2.0,2,2.0,5.0,Ped. crossing
21820,T20120026275,A,2000.0,1.0,NE,1.0,Paved,V,SEDAN,HYNDAI,ACCENT,,1,Car,,R,P,4.0,4.0,5.0,1000.0,1.0,,,NE,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,9,9.0,0.0,No control
21821,T20120026275,B,1984.0,2.0,NE,1.0,Paved,V,SEDAN,FORD,TELSTA,,1,Car,,R,P,4.0,,5.0,1000.0,1.0,,,NE,1.0,17.0,H,WHI,ZZ,2.0,R,2.0,2,2.0,0.0,No control
22024,T20120026518,A,2000.0,2.0,NW,1.0,Paved,V,SEDAN,HYNDAI,ACCENT,,1,Car,,R,P,4.0,4.0,5.0,950.0,2.0,,,NW,1.0,1.0,H,WHI,ZZ,2.0,F,9.0,4,1.0,0.0,No control
22025,T20120026518,B,2010.0,1.0,NE,1.0,Paved,V,WAGON,MITSUB,OUTLAN,,2,Station Wagon,,R,P,4.0,4.0,5.0,1510.0,2.0,,,SE,2.0,2.0,H,BLK,ZZ,2.0,1,9.0,4,1.0,11.0,Giveway sign
22088,T20120026587,A,2009.0,1.0,NW,1.0,Paved,V,UTIL,FORD,RANGER,,4,Utility,,R,P,4.0,4.0,3.0,1468.0,1.0,,,NW,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
22089,T20120026587,B,2004.0,2.0,NW,1.0,Paved,V,SEDAN,HOLDEN,ASTRA,,1,Car,,R,P,4.0,4.0,5.0,1385.0,2.0,,,NW,15.0,15.0,H,BLU,ZZ,2.0,R,0.0,3,1.0,1.0,Stop-go lights
22230,T20120026739,A,2003.0,1.0,NW,1.0,Paved,V,SOLO,SUZUKI,GS500,,10,Motor Cycle,,,P,2.0,2.0,,,1.0,,500.0,NW,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,2,2.0,11.0,Giveway sign
22257,T20120026767,A,,1.0,NE,1.0,Paved,,,UNKN,,,99,Not Known,,,Z,,,,,1.0,,,NW,99.0,3.0,H,ZZ,ZZ,2.0,9,2.0,9,2.0,1.0,Stop-go lights
22417,T20120026947,A,1993.0,1.0,N,1.0,Paved,V,UTIL,MAZDA,B2600,,4,Utility,2750.0,R,P,4.0,4.0,3.0,1380.0,1.0,1370.0,,N,1.0,18.0,H,WHI,ZZ,2.0,F,2.0,3,1.0,0.0,No control
22681,T20120027295,A,1983.0,2.0,NE,1.0,Paved,V,SEDAN,STAT,,,1,Car,,R,P,4.0,,5.0,1600.0,1.0,,,NE,1.0,15.0,A,BLU,ZZ,2.0,0,2.0,9,2.0,1.0,Stop-go lights
22682,T20120027295,B,2008.0,1.0,NE,1.0,Paved,V,SED,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1235.0,1.0,,,NE,99.0,1.0,H,RED,ZZ,2.0,F,2.0,9,9.0,1.0,Stop-go lights
22929,T20120027562,A,1978.0,2.0,S,1.0,Paved,V,P MVR,INTERN,ACCO,,61,Prime Mover - Single Trailer,20400.0,R,D,6.0,,3.0,7720.0,1.0,12680.0,,S,7.0,6.0,K,WHI,ZZ,2.0,F,0.0,3,1.0,0.0,No control
22930,T20120027562,B,1993.0,1.0,S,1.0,Paved,V,S WAG,MITSUB,PAJERO,,2,Station Wagon,,R,P,4.0,6.0,7.0,1850.0,5.0,,,W,2.0,2.0,D,BLU,ZZ,2.0,R,2.0,5,1.0,0.0,No control
22963,T20120027593,A,,1.0,SE,1.0,Paved,V,SEDAN,FORD,AU,,1,Car,,,Z,,,,,1.0,,,SE,1.0,1.0,H,GRN,ZZ,2.0,9,2.0,9,2.0,2.0,Flashing lights
22971,T20120027603,A,1986.0,2.0,N,1.0,Paved,V,TRAY,MERC B,LA911B,,72,Heavy Vehicle (Rigid) > 4.5 Tonnes,19350.0,R,D,4.0,6.0,3.0,6850.0,1.0,12500.0,,E,2.0,2.0,H,WHI,ZZ,2.0,R,2.0,6,2.0,0.0,No control
22972,T20120027603,B,2011.0,1.0,N,1.0,Paved,V,SKIP C,IVEC D,STRALI,,61,Prime Mover - Single Trailer,25100.0,R,D,6.0,6.0,2.0,9800.0,1.0,15300.0,,N,1.0,1.0,L,WHI,ZZ,2.0,F,2.0,4,1.0,0.0,No control
23025,T20120027682,A,2001.0,1.0,NW,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1075.0,2.0,,,NE,2.0,2.0,H,RED,ZZ,2.0,7,2.0,4,1.0,1.0,Stop-go lights
23026,T20120027682,B,1997.0,2.0,SE,1.0,Paved,V,SEDAN,MAZDA,ASTINA,,1,Car,,R,P,4.0,4.0,5.0,1070.0,1.0,,,SE,1.0,6.0,H,BLU,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
23046,T20120027697,A,2007.0,1.0,NE,1.0,Paved,V,CYCLE,BOLWEL,VS,,10,Motor Cycle,,,P,2.0,1.0,,,1.0,,125.0,NE,1.0,1.0,H,RED,ZZ,2.0,N,2.0,1,9.0,0.0,No control
23174,T20120027851,A,2000.0,2.0,W,1.0,Paved,V,SED,MAZDA,323P98,,1,Car,,R,P,4.0,4.0,5.0,1063.0,2.0,,1600.0,NW,2.0,2.0,H,BLU,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
23175,T20120027851,B,2010.0,1.0,NW,1.0,Paved,V,SED,HOLDEN,SV6,,1,Car,,R,P,4.0,6.0,5.0,1850.0,1.0,,,NW,1.0,1.0,H,GRN,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
23484,T20120028235,A,1995.0,1.0,NW,1.0,Paved,V,UTIL,HOLDEN,COMMOD,,4,Utility,2740.0,R,P,4.0,6.0,5.0,1550.0,1.0,1190.0,,NW,1.0,18.0,H,WHI,ZZ,2.0,5,2.0,4,1.0,0.0,No control
23785,T20120028580,A,1996.0,2.0,NW,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1400.0,2.0,,,NW,1.0,1.0,H,GRN,ZZ,2.0,R,2.0,1,1.0,0.0,No control
23786,T20120028580,B,1983.0,1.0,NW,1.0,Paved,V,SEDAN,TOYOTA,,,1,Car,1700.0,R,P,4.0,,4.0,1300.0,1.0,400.0,,NW,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,1,2.0,0.0,No control
23798,T20120028600,A,2002.0,1.0,NE,1.0,Paved,V,SEDAN,FORD,FAIRMO,,1,Car,,R,M,4.0,6.0,5.0,1632.0,1.0,,,NW,3.0,3.0,H,WHI,ZZ,2.0,1,2.0,6,2.0,1.0,Stop-go lights
23817,T20120028625,A,2005.0,1.0,SE,1.0,Paved,V,SEDAN,MAZDA,SP23,,1,Car,,R,P,4.0,4.0,5.0,1227.0,2.0,,,SE,1.0,18.0,H,RED,ZZ,2.0,9,2.0,4,9.0,0.0,No control
23892,T20120028738,A,1990.0,2.0,NW,1.0,Paved,V,SEDAN,MITSUB,GALANT,,1,Car,,R,P,4.0,4.0,5.0,1200.0,1.0,,,NW,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,3,1.0,0.0,No control
23893,T20120028738,B,2008.0,1.0,E,1.0,Paved,V,SEDAN,MAZDA,3,,1,Car,,R,P,4.0,4.0,5.0,1187.0,1.0,,,SE,2.0,2.0,H,GRY,ZZ,2.0,1,2.0,3,1.0,0.0,No control
23918,T20120028770,A,1999.0,1.0,N,1.0,Paved,V,SEDAN,HYNDAI,GRAND,,1,Car,,R,P,4.0,6.0,5.0,1500.0,1.0,,,N,1.0,18.0,H,RED,ZZ,2.0,F,2.0,5,1.0,0.0,No control
24013,T20120028884,A,2006.0,1.0,NK,1.0,Paved,V,SOLO,TRIUM,SPRINT,,10,Motor Cycle,,,P,2.0,3.0,,,1.0,,1050.0,NK,1.0,99.0,H,RED,ZZ,2.0,1,2.0,1,2.0,0.0,No control
24239,T20120029143,A,1998.0,8.0,NE,1.0,Paved,V,UTIL,HOLDEN,S PACK,,4,Utility,,R,P,4.0,4.0,2.0,1405.0,1.0,,,NE,8.0,1.0,H,GRY,ZZ,2.0,N,0.0,6,2.0,9.0,Roundabout
24240,T20120029143,B,2009.0,1.0,NW,1.0,Paved,V,SOLO,SUZUKI,DRZ400,,10,Motor Cycle,,,P,2.0,1.0,,,1.0,,400.0,NW,1.0,18.0,H,YLW,ZZ,2.0,N,2.0,1,2.0,9.0,Roundabout
24248,T20120029153,A,,1.0,SW,3.0,Gravel,,CYCLE,UNKN,HONDA,,10,Motor Cycle,,,Z,,,,,2.0,,,SW,1.0,18.0,H,BLU,WHI,2.0,N,2.0,6,1.0,0.0,No control
24267,T20130000013,A,2004.0,1.0,NW,3.0,Gravel,V,SOLO,YAMAHA,WR450F,,10,Motor Cycle,,,P,2.0,1.0,,,1.0,,450.0,NW,1.0,1.0,H,BLU,ZZ,2.0,N,9.0,6,2.0,0.0,No control
24286,T20130000045,A,2001.0,1.0,NE,1.0,Paved,V,SEDAN,SUBARU,IMPRES,,1,Car,,R,P,4.0,4.0,5.0,1285.0,2.0,,,E,17.0,17.0,H,BLU,ZZ,2.0,U,1.0,6,2.0,0.0,No control
24298,T20130000062,A,1994.0,1.0,N,1.0,Paved,V,UTIL,FORD,COURIE,,4,Utility,,R,P,4.0,4.0,3.0,1450.0,1.0,,,NW,16.0,16.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,0.0,No control
24437,T20130000219,A,2003.0,1.0,W,1.0,Paved,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,1100.0,1.0,,,W,1.0,18.0,H,WHI,ZZ,2.0,3,2.0,5,1.0,0.0,No control
24438,T20130000221,A,1978.0,1.0,NE,1.0,Paved,V,SEDAN,HOLDEN,,,1,Car,,R,M,4.0,8.0,5.0,1350.0,1.0,,,NE,99.0,1.0,H,RED,ZZ,2.0,F,2.0,5,1.0,0.0,No control
24455,T20130000238,A,2012.0,2.0,SW,1.0,Paved,V,SEDAN,NISSAN,MICRA,,1,Car,,R,P,4.0,4.0,5.0,947.0,1.0,,,SW,1.0,1.0,H,PUR,ZZ,2.0,2,2.0,2,9.0,0.0,No control
24456,T20130000238,B,2012.0,1.0,SE,1.0,Paved,V,SEDAN,TOYOTA,AURION,,1,Car,,R,P,4.0,6.0,5.0,1505.0,1.0,,,SE,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,2,9.0,11.0,Giveway sign
24465,T20130000248,A,2000.0,1.0,SW,1.0,Paved,V,VAN,KIA,CARNIV,,5,Panel Van,,R,P,4.0,6.0,7.0,1750.0,1.0,,,SW,1.0,1.0,H,GRN,ZZ,2.0,5,2.0,3,1.0,0.0,No control
24578,T20130000391,A,2008.0,1.0,N,1.0,Paved,V,SEDAN,HONDA,EURO,,1,Car,,R,P,4.0,4.0,5.0,1525.0,1.0,,,N,1.0,18.0,H,RED,ZZ,2.0,5,2.0,5,1.0,0.0,No control
24591,T20130000407,A,1986.0,1.0,SW,1.0,Paved,V,TRAY,HINO,FF19,,72,Heavy Vehicle (Rigid) > 4.5 Tonnes,13900.0,R,D,4.0,6.0,3.0,7480.0,1.0,6420.0,,NE,5.0,5.0,H,WHI,ZZ,2.0,9,2.0,6,2.0,0.0,No control
24592,T20130000407,B,2009.0,2.0,SW,1.0,Paved,V,CYCLE,TRIUM,THRUXT,,10,Motor Cycle,,,P,2.0,3.0,,,1.0,,900.0,SW,1.0,1.0,H,RED,WHI,2.0,9,2.0,9,2.0,0.0,No control
24641,T20130000476,A,2008.0,1.0,NE,1.0,Paved,V,SEDAN,HOLDEN,BARINA,,1,Car,,R,P,4.0,4.0,5.0,1033.0,1.0,,,NE,1.0,1.0,H,BLU,ZZ,2.0,1,2.0,1,2.0,5.0,Ped. crossing
24714,T20130000564,A,2001.0,1.0,NE,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1500.0,1.0,,,NE,17.0,1.0,H,BLU,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
24715,T20130000564,B,2004.0,2.0,NE,1.0,Paved,V,UTIL,MAZDA,BRAVO,,4,Utility,2627.0,R,P,4.0,4.0,3.0,1238.0,1.0,1389.0,,NE,15.0,15.0,H,WHI,ZZ,2.0,R,2.0,2,2.0,1.0,Stop-go lights
24716,T20130000564,C,2006.0,8.0,NE,1.0,Paved,V,WAGON,HONDA,CR-V,,2,Station Wagon,,R,P,4.0,4.0,5.0,1350.0,1.0,,,NE,15.0,15.0,H,GRY,ZZ,2.0,R,2.0,1,2.0,1.0,Stop-go lights
24926,T20130000801,A,2011.0,1.0,SW,1.0,Paved,V,SEDAN,SUBARU,IMPREZ,,1,Car,,R,P,4.0,4.0,5.0,1345.0,2.0,,,SW,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,4,1.0,11.0,Giveway sign
24927,T20130000801,B,1999.0,2.0,SE,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,M,4.0,6.0,5.0,1350.0,2.0,,,SE,1.0,1.0,H,GLD,ZZ,2.0,1,2.0,3,1.0,11.0,Giveway sign
24953,T20130000849,A,2012.0,1.0,NE,1.0,Paved,V,SEDAN,HYNDAI,I40,,1,Car,,R,P,4.0,4.0,5.0,1595.0,1.0,,,NE,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,5,1.0,1.0,Stop-go lights
24954,T20130000849,B,2010.0,2.0,NW,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1500.0,1.0,,,NW,1.0,1.0,H,BLU,ZZ,2.0,6,2.0,5,1.0,1.0,Stop-go lights
25022,T20130000932,A,1995.0,1.0,N,1.0,Paved,V,VAN,ISUZU,,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,4200.0,R,D,4.0,4.0,3.0,2750.0,2.0,1450.0,,NW,1.0,18.0,H,WHI,ZZ,2.0,1,2.0,3,1.0,0.0,No control
25023,T20130000932,B,2001.0,2.0,W,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1500.0,2.0,,,W,1.0,1.0,H,RED,ZZ,2.0,F,2.0,5,1.0,11.0,Giveway sign
25034,T20130000940,A,1994.0,2.0,SE,1.0,Paved,V,SEDAN,MAZDA,323,,1,Car,,R,P,4.0,4.0,5.0,1000.0,4.0,,,SE,1.0,1.0,H,MRN,ZZ,2.0,R,0.0,4,1.0,0.0,No control
25035,T20130000940,B,2002.0,1.0,SE,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1500.0,4.0,,,SE,1.0,1.0,H,BLU,ZZ,2.0,F,0.0,1,2.0,0.0,No control
25062,T20130000968,A,1993.0,1.0,SE,1.0,Paved,V,SEDAN,HONDA,CIVIC,,1,Car,,R,P,4.0,4.0,5.0,956.0,1.0,,,SE,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,2,2.0,0.0,No control
25075,T20130000987,A,2004.0,1.0,SE,1.0,Paved,V,TRAY,MAZDA,B2600,,4,Utility,2627.0,R,P,4.0,4.0,3.0,1365.0,1.0,1262.0,,NE,3.0,3.0,H,MRN,ZZ,2.0,F,2.0,6,2.0,11.0,Giveway sign
25076,T20130000987,B,,2.0,NE,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,NE,1.0,1.0,H,ZZ,ZZ,0.0,5,1.0,1,2.0,0.0,No control
25229,T20130001147,A,1994.0,1.0,SE,1.0,Paved,V,SEDAN,MAZDA,323,,1,Car,,R,P,4.0,4.0,5.0,1050.0,1.0,,,SE,1.0,1.0,H,RED,ZZ,2.0,F,2.0,4,1.0,0.0,No control
25230,T20130001147,B,1993.0,2.0,SE,1.0,Paved,V,TRAY,TOYOTA,DYNA,,4,Utility,4000.0,R,D,4.0,4.0,6.0,2220.0,2.0,1780.0,,SE,1.0,1.0,B,WHI,ZZ,2.0,0,2.0,1,2.0,0.0,No control
25341,T20130001281,A,2010.0,1.0,SW,1.0,Paved,V,SOLO,APRILI,SCA500,,12,Motor Scooter,,,P,2.0,1.0,,,1.0,,500.0,SW,1.0,1.0,H,BLK,ZZ,2.0,5,9.0,2,1.0,0.0,No control
25410,T20130001346,A,,1.0,NE,1.0,Paved,N,S WAG,L ROV,DISCOV,,2,Station Wagon,,,Z,,5.0,5.0,2100.0,3.0,,,NW,1.0,1.0,B,BLU,ZZ,2.0,F,0.0,3,1.0,0.0,No control
25411,T20130001346,B,1998.0,2.0,NE,1.0,Paved,V,WAGON,SUZUKI,GRAN98,,2,Station Wagon,,R,P,4.0,6.0,5.0,1250.0,4.0,,2500.0,S,2.0,15.0,H,RED,ZZ,2.0,R,0.0,5,1.0,0.0,No control
25579,T20130001556,A,2000.0,1.0,S,2.0,Unpaved,V,UTIL,TOYOTA,LANDCR,,4,Utility,3150.0,R,D,4.0,6.0,3.0,2000.0,1.0,1150.0,,S,1.0,18.0,D,WHI,ZZ,2.0,U,2.0,3,1.0,0.0,No control
25823,T20130001862,A,2006.0,8.0,SW,1.0,Paved,V,SEDAN,HONDA,ACCORD,,1,Car,,R,P,4.0,4.0,5.0,1500.0,1.0,,,SW,1.0,1.0,H,RED,ZZ,2.0,F,2.0,2,2.0,0.0,No control
25824,T20130001862,B,2007.0,1.0,W,1.0,Paved,V,TOURER,M MOVE,COOPER,,1,Car,,R,P,4.0,4.0,4.0,1145.0,0.0,,,NK,18.0,18.0,H,BLU,ZZ,2.0,4,2.0,2,2.0,0.0,No control
25825,T20130001863,A,1992.0,1.0,NE,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,M,4.0,6.0,5.0,1350.0,1.0,,,E,2.0,2.0,H,RED,ZZ,2.0,F,2.0,4,1.0,1.0,Stop-go lights
25826,T20130001863,B,1994.0,2.0,SW,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1350.0,1.0,,,SW,1.0,1.0,H,GRN,ZZ,2.0,1,2.0,4,1.0,1.0,Stop-go lights
25998,T20130002057,A,2005.0,1.0,NW,1.0,Paved,V,SED,TOYOTA,CAMRY,,1,Car,,R,P,4.0,6.0,5.0,1300.0,1.0,,,NW,1.0,18.0,H,WHI,ZZ,2.0,5,0.0,4,1.0,0.0,No control
25999,T20130002057,B,2005.0,8.0,N,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1550.0,0.0,,,NK,11.0,11.0,H,BLK,ZZ,2.0,4,2.0,2,2.0,0.0,No control
26000,T20130002057,C,2006.0,8.0,N,1.0,Paved,V,SEDAN,FORD,FAIMON,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,,R,P,4.0,6.0,5.0,4080.0,2.0,,,NK,1.0,1.0,H,BLU,ZZ,2.0,F,2.0,1,2.0,0.0,No control
26209,T20130002281,B,2010.0,1.0,N,1.0,Paved,V,WAGON,HOLDEN,CAPTIV,,2,Station Wagon,,R,D,4.0,4.0,7.0,1805.0,1.0,,,NW,3.0,3.0,H,WHI,ZZ,2.0,F,2.0,6,2.0,11.0,Giveway sign
26210,T20130002281,C,,2.0,NW,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,NW,1.0,1.0,H,ZZ,ZZ,0.0,R,2.0,5,2.0,0.0,No control
26214,T20130002284,A,1990.0,2.0,SE,1.0,Paved,V,SOLO,H DAV,FXR,,10,Motor Cycle,,,P,2.0,2.0,,,1.0,,1340.0,SE,1.0,1.0,H,RED,ZZ,2.0,9,2.0,2,2.0,0.0,No control
26215,T20130002284,B,1997.0,1.0,SW,1.0,Paved,V,SEDAN,HONDA,CIVIC,,1,Car,,R,P,4.0,4.0,5.0,1062.0,1.0,,,SW,99.0,99.0,H,BLU,ZZ,2.0,2,2.0,9,2.0,0.0,No control
26225,T20130002295,A,2006.0,1.0,W,1.0,Paved,V,UTIL,PROTON,JUMBUC,,4,Utility,1900.0,R,P,4.0,4.0,2.0,1045.0,2.0,855.0,,W,10.0,9.0,H,BLU,ZZ,2.0,8,2.0,6,2.0,0.0,No control
26388,T20130002474,A,2002.0,1.0,SE,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,M,4.0,6.0,5.0,1630.0,2.0,,,SE,1.0,18.0,H,GLD,ZZ,2.0,R,2.0,5,1.0,0.0,No control
26463,T20130002553,A,1989.0,2.0,NE,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,M,4.0,6.0,5.0,1350.0,1.0,,,N,3.0,3.0,H,WHI,ZZ,2.0,4,2.0,2,2.0,0.0,No control
26464,T20130002553,B,1996.0,1.0,NE,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1400.0,1.0,,,NE,1.0,1.0,H,SIL,ZZ,2.0,5,2.0,3,1.0,0.0,No control
26517,T20130002611,A,1995.0,1.0,N,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1460.0,2.0,,,N,1.0,18.0,H,WHI,ZZ,1.0,F,2.0,5,1.0,0.0,No control
26578,T20130002675,A,2001.0,1.0,NW,1.0,Paved,V,BUS,VOLVO,B10BLE,,8,Bus/Coach,18900.0,R,P,4.0,6.0,46.0,11620.0,1.0,7280.0,,NE,2.0,2.0,H,WHI,ZZ,2.0,5,9.0,6,2.0,1.0,Stop-go lights
26772,T20130002879,A,2006.0,1.0,SE,1.0,Paved,V,SEDAN,TOYOTA,YARIS,,1,Car,,R,P,4.0,4.0,5.0,1055.0,1.0,,,SW,2.0,2.0,H,SIL,ZZ,2.0,F,2.0,4,2.0,0.0,No control
26773,T20130002879,B,2009.0,2.0,NW,1.0,Paved,V,SEDAN,FORD,G6E,,1,Car,,R,P,4.0,6.0,5.0,1704.0,2.0,,,NW,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,4,1.0,0.0,No control
27285,T20130003424,A,2002.0,1.0,NE,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,8.0,5.0,1616.0,1.0,,5700.0,NE,18.0,18.0,H,SIL,ZZ,2.0,5,1.0,6,2.0,0.0,No control
27346,T20130003500,A,2008.0,1.0,NE,1.0,Paved,V,SEDAN,HYNDAI,I30SLX,,1,Car,,R,D,4.0,4.0,5.0,1376.0,1.0,,,NE,1.0,1.0,H,WHI,ZZ,2.0,6,2.0,6,2.0,0.0,No control
27518,T20130003662,A,2003.0,2.0,NK,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1694.0,0.0,,,NK,11.0,11.0,H,SIL,ZZ,2.0,1,2.0,1,2.0,0.0,No control
27519,T20130003662,B,2002.0,8.0,NK,1.0,Paved,V,SEDAN,REN,CLIO,,1,Car,,R,P,4.0,4.0,5.0,1004.0,0.0,,,NK,11.0,11.0,H,RED,ZZ,2.0,4,2.0,5,1.0,0.0,No control
27520,T20130003662,C,2008.0,8.0,NK,1.0,Paved,V,WAGON,TOYOTA,RAV4,,2,Station Wagon,,R,P,4.0,4.0,5.0,1400.0,0.0,,2400.0,NK,11.0,11.0,H,GLD,ZZ,2.0,R,2.0,1,2.0,0.0,No control
27521,T20130003662,D,2009.0,1.0,NW,1.0,Paved,V,SEDAN,TOYOTA,COROL,,1,Car,1805.0,R,P,4.0,4.0,5.0,1225.0,1.0,580.0,,NW,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,5,1.0,0.0,No control
27742,T20130003901,A,2006.0,1.0,NE,1.0,Paved,V,SEDAN,MAZDA,3,,1,Car,,R,P,4.0,4.0,5.0,1187.0,1.0,,,NE,1.0,1.0,H,RED,ZZ,2.0,F,2.0,3,1.0,0.0,No control
27743,T20130003901,B,2009.0,2.0,NE,1.0,Paved,V,WAGON,VOLKS,PASSAT,,2,Station Wagon,,R,D,4.0,4.0,5.0,1506.0,3.0,,,NE,1.0,1.0,H,SIL,ZZ,2.0,8,2.0,3,1.0,0.0,No control
27885,T20130004068,A,2010.0,1.0,S,1.0,Paved,V,VAN,ISUZU,NPR300,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,6500.0,R,D,4.0,4.0,3.0,4410.0,2.0,2090.0,,S,1.0,18.0,H,WHI,ZZ,2.0,5,2.0,5,1.0,0.0,No control
27886,T20130004068,B,2008.0,2.0,N,1.0,Paved,V,SEDAN,MERC B,,,1,Car,,R,D,4.0,4.0,5.0,1485.0,1.0,,,N,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,5,1.0,0.0,No control
28211,T20130004433,A,1989.0,1.0,NW,1.0,Paved,V,SED,B M W,735IL,,1,Car,,R,P,4.0,6.0,5.0,1750.0,1.0,,,NW,1.0,1.0,H,GLD,ZZ,2.0,5,2.0,6,2.0,2.0,Flashing lights
28256,T20130004494,A,2008.0,2.0,NW,1.0,Paved,V,WAGON,SUBARU,FOREST,,2,Station Wagon,,R,P,4.0,4.0,5.0,1490.0,1.0,,,NW,17.0,17.0,H,RED,ZZ,2.0,R,2.0,1,2.0,1.0,Stop-go lights
28257,T20130004494,B,1994.0,1.0,NW,1.0,Paved,V,VAN,FORD,FALCON,,5,Panel Van,2200.0,R,P,4.0,6.0,3.0,1500.0,1.0,700.0,,NW,1.0,17.0,H,WHI,ZZ,2.0,F,2.0,1,2.0,1.0,Stop-go lights
28283,T20130004516,A,2005.0,1.0,W,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,M,4.0,6.0,5.0,1700.0,1.0,,,W,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,3,1.0,0.0,No control
28284,T20130004516,B,1993.0,2.0,W,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1450.0,1.0,,,S,3.0,3.0,H,WHI,ZZ,2.0,R,2.0,4,1.0,0.0,No control
